tran_no,line_no,tran_date,fb_id,tran_currency,supp_code,Supplier Name,comments,expense_category,expense,usage,cost_center,Cost Center Desc,analysis_code,Analysis Desc,subanalysis_code,Sub Analsysi Desc,remarks,destn_fbid,destn_usage,UniqueId,,,
AEXP-000040-2018,1,02/02/2018,L017-NJEP,AUD,AS000682,EMERGE ENGINEERING & MAINTENANCE,NULL,DIRECTOPSSPEND -COMM,REPORTED CUTTING OUT,DIR REPAIRS & MAINT,AU-PER,Perth - Location,CA401,Regional,FM005,Services,NULL,NULL,NULL,82,,,
AEXP-000041-2018,1,02/02/2018,L017-NJEP,AUD,AS000682,EMERGE ENGINEERING & MAINTENANCE,NULL,DIRECTOPSSPEND -COMM,FLASHING LIGHT INOP,DIR REPAIRS & MAINT,AU-PUG,Port Augusta,CA503,Prominent Hill,FM005,Services,NULL,NULL,NULL,83,,,
AEXP-000042-2018,1,02/02/2018,L018-NJSP,AUD,AS000398,DOUBLE TREE BY HILTON ALICE SPRINGS,BURZEC B FA 23/01,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-ASP,Alice Springs - Location,CA201,Qantaslink 717,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,84,,,
AEXP-000043-2018,1,02/02/2018,L018-NJSP,AUD,AS000398,DOUBLE TREE BY HILTON ALICE SPRINGS,FOOT K FA 23/01,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-ASP,Alice Springs - Location,CA201,Qantaslink 717,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,85,,,
AEXP-000044-2018,1,02/02/2018,L018-NJSP,AUD,AS000398,DOUBLE TREE BY HILTON ALICE SPRINGS,MOHAMAD R FA 23/01,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-ASP,Alice Springs - Location,CA201,Qantaslink 717,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,86,,,
AEXP-000045-2018,1,02/02/2018,L018-NJSP,AUD,AS000398,DOUBLE TREE BY HILTON ALICE SPRINGS,MCGUIGAN FA 23/01,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-ASP,Alice Springs - Location,CA201,Qantaslink 717,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,87,,,
AEXP-000046-2018,1,02/02/2018,L018-NJSP,AUD,AS000398,DOUBLE TREE BY HILTON ALICE SPRINGS,COSTANZO T FA 23/01,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-ASP,Alice Springs - Location,CA201,Qantaslink 717,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,88,,,
AEXP-000047-2018,1,02/02/2018,L018-NJSP,AUD,AS000398,DOUBLE TREE BY HILTON ALICE SPRINGS,VITTORIO R CAPT 24/01,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-ASP,Alice Springs - Location,CA201,Qantaslink 717,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,89,,,
AEXP-000048-2018,1,02/02/2018,L018-NJSP,AUD,AS000398,DOUBLE TREE BY HILTON ALICE SPRINGS,PRINCE E 23/01,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-ASP,Alice Springs - Location,CA201,Qantaslink 717,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,90,,,
AEXP-000049-2018,1,02/02/2018,L009-CASE,AUD,AS000622,DEC WORKFORCE PTY LTD,NULL,OVERHDS HIGH -TECH,NULL,DIR OH CONT LAB ENG,AU-ADL,Adelaide - Location,DA500,Engineering,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,91,,,
AEXP-000050-2018,1,05/02/2018,L008-JSPL,AUD,AS000109,SMART GROUP AUST t/as AVIONICS & CALIBRATIONS,RP2401 Receipted in IAS,DIRECTOPSSPEND -TECH,PO RP2401,PO GRNI AT CUTOVER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,,,
AEXP-000051-2018,1,05/02/2018,L017-NJEP,AUD,AS001561,SHIRE OF ASHBURTON,NULL,OVERHDS HIGH-COMM,AIRPORT FEES,LANDING CHARGES,AU-PER,Perth - Location,CA414,Billabong,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,93,,,
AEXP-000052-2018,1,05/02/2018,L008-JSPL,AUD,AS000790,GREEN CONSULTING GROUP PTY LTD,NULL,CONSULTANTS - TECH,NULL,PO GRNI AT CUTOVER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94,,,
AEXP-000053-2018,1,05/02/2018,L018-NJSP,AUD,AS001096,THE MECH FAMILY TRUST,VH-XNC,OVERHDS HIGH -TECH,NULL,REP HM - CONTRAC,AU-999,Australia Default Location,DA500,Engineering,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,95,,,
AEXP-000054-2018,1,05/02/2018,L017-NJEP,AUD,AS000065,AIRSAFE,NULL,OVERHDS LOW - COMM,Training,IND TRAIN ONGOING,AU-PER,Perth - Location,CA401,Regional,ST001,ST-Administration,NULL,NULL,NULL,96,,,
AEXP-000055-2018,1,05/02/2018,L025-CSAR,AUD,AS001096,THE MECH FAMILY TRUST,NULL,OVERHDS HIGH -TECH,NULL,DIR SUB-CONT LABOUR,AU-999,Australia Default Location,DA500,Engineering,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,97,,,
AEXP-000057-2018,1,05/02/2018,L025-CSAR,AUD,AS001448,SBM PROGRAMMING SERVICES,NULL,OVERHDS HIGH- OPS,STANDARD SUPPORT & MAINTENANCE AMSA,DIR SOFTWARE MAINT,AU-ADL,Adelaide - Location,CA102,AMSA,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,98,,,
AEXP-000058-2018,1,05/02/2018,L025-CSAR,AUD,AS001448,SBM PROGRAMMING SERVICES,NULL,OVERHDS HIGH- OPS,STANDARD SUPPORT & MAINTENANCE PHOENIX,DIR SOFTWARE MAINT,AU-ADL,Adelaide - Location,CA101,SAPL,IT039,Phoenix,NULL,NULL,NULL,99,,,
AEXP-000059-2018,1,05/02/2018,L008-JSPL,AUD,AS001073,M.E & M.T WIGLEY PTY LTD,VH-ZZF / JETFIX / TRAINING / EQUIP HIRE,OVERHDS HIGH -TECH,NULL,DIR OH CONT LAB ENG,AU-ADL,Adelaide - Location,DA500,Engineering,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,100,,,
AEXP-000059-2018,2,05/02/2018,L008-JSPL,AUD,AS001073,M.E & M.T WIGLEY PTY LTD,VH-ZZF / JETFIX / TRAINING / EQUIP HIRE,OVERHDS HIGH -TECH,NULL,REP HM - CONTRAC,AU-999,Australia Default Location,DA500,Engineering,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,101,,,
AEXP-000059-2018,3,05/02/2018,L008-JSPL,AUD,AS001073,M.E & M.T WIGLEY PTY LTD,VH-ZZF / JETFIX / TRAINING / EQUIP HIRE,OVERHDS HIGH -TECH,NULL,DIR OH CONT LAB ENG,AU-DRW,Darwin - Location,CA101,SAPL,ST500,ST-Engineers - LAME,NULL,NULL,NULL,102,,,
AEXP-000060-2018,1,05/02/2018,L008-JSPL,AUD,AS001448,SBM PROGRAMMING SERVICES,NULL,OVERHDS HIGH- OPS,AMSA,DIR CONSULTANCY,AU-ADL,Adelaide - Location,CA102,AMSA,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,103,,,
AEXP-000060-2018,2,05/02/2018,L008-JSPL,AUD,AS001448,SBM PROGRAMMING SERVICES,NULL,OVERHDS HIGH- OPS,SAPL,DIR CONSULTANCY,AU-ADL,Adelaide - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,104,,,
AEXP-000061-2018,1,05/02/2018,L018-NJSP,AUD,AS001073,M.E & M.T WIGLEY PTY LTD,VH-NJZ JETFIX/MAINT/EQUIP-HIRE,OVERHDS HIGH -TECH,NULL,REP HM - CONTRAC,AU-999,Australia Default Location,DA500,Engineering,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,105,,,
AEXP-000063-2018,1,05/02/2018,L018-NJSP,AUD,AS001073,M.E & M.T WIGLEY PTY LTD,VH-NJZ X-RAY INSPEC/HIRE -PROCESSOR,OVERHDS HIGH -TECH,NULL,REP HM - CONTRAC,AU-999,Australia Default Location,DA500,Engineering,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,106,,,
AEXP-000064-2018,1,05/02/2018,L008-JSPL,AUD,AS000066,AIRFLITE PTY LTD,RO181133 receipted into IAS,OVERHDS HIGH -TECH,NULL,PO GRNI AT CUTOVER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,,,
AEXP-000065-2018,1,05/02/2018,L025-CSAR,AUD,AS000250,AQUIS FISHING CHARTERS PTY LTD,ATT PETER BALDASSARI,OVERHDS HIGH-SPL MIS,Boat Charter,DIR LABOUR HIREADMIN,AU-CNS,Cairns - Location,CA102,AMSA,zz999,ZZ-Default SAC code,NULL,NULL,NULL,108,,,
AEXP-000066-2018,1,05/02/2018,L025-CSAR,AUD,AS000250,AQUIS FISHING CHARTERS PTY LTD,NULL,OVERHDS LOW-SPL MISS,NULL,DIR SUB-CONT LABOUR,AU-CNS,Cairns - Location,CA102,AMSA,ST002,ST-Business Unit GM/VP,NULL,NULL,NULL,109,,,
AEXP-000067-2018,1,05/02/2018,L018-NJSP,AUD,AS001425,RV JORDAN PTY LTD,NULL,OVERHDS HIGH -TECH,LIPSON STREET - FEB 2018 RENT,IND RENT,AU-999,Australia Default Location,DA171,Logistics / Supply Chain,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,110,,,
AEXP-000068-2018,1,05/02/2018,L025-CSAR,AUD,AS000267,ABLE FISHING & CHARTERS,NULL,OVERHDS LOW-SPL MISS,Charter Boat,DIR SUB-CONT LABOUR,AU-MEB,Essendon - Location,CA102,AMSA,ST002,ST-Business Unit GM/VP,NULL,NULL,NULL,111,,,
AEXP-000069-2018,1,05/02/2018,L018-NJSP,AUD,AS000173,AEROBOND PTY LTD,LABOUR SUPPORT 27/11 TO 02/12/17 JAINAO CHIVONIVONI,OVERHDS HIGH -TECH,NULL,REP HM - CONTRAC,AU-999,Australia Default Location,DA500,Engineering,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,112,,,
AEXP-000070-2018,1,05/02/2018,L022-APAN,AUD,AS000771,GLENELG PLUMBING SERVICES PTY LTD,NULL,OVERHDS HIGH- OPS,Plumbing repairs,DIR PLUMBING MAINT,AU-ADL,Adelaide - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,113,,,
AEXP-000071-2018,1,05/02/2018,L022-APAN,AUD,AS000771,GLENELG PLUMBING SERVICES PTY LTD,NULL,OVERHDS HIGH- OPS,Plumbing,DIR PLUMBING MAINT,AU-ADL,Adelaide - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,114,,,
AEXP-000074-2018,1,05/02/2018,L018-NJSP,AUD,AS000173,AEROBOND PTY LTD,LABOUR SUP 22/1 TO 26/1 J. CHIVONIVONI,OVERHDS HIGH -TECH,NULL,REP HM - CONTRAC,AU-999,Australia Default Location,DA500,Engineering,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,115,,,
AEXP-000075-2018,1,05/02/2018,L009-CASE,AUD,AS000622,DEC WORKFORCE PTY LTD,NAS *AGAD AHMADI AME - CLINT EMNACE TRADE ASSIST 15.01.18 TO 21.01.18,OVERHDS HIGH -TECH,NULL,DIR OH CONT LAB ENG,AU-ADL,Adelaide - Location,DA500,Engineering,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,116,,,
AEXP-000076-2018,1,05/02/2018,L008-JSPL,AUD,AS000622,DEC WORKFORCE PTY LTD,H/M CONTRACTORS 15/1 - 21/1/18,OVERHDS HIGH -TECH,NULL,REP HM - CONTRAC,AU-999,Australia Default Location,DA500,Engineering,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,117,,,
AEXP-000076-2018,2,05/02/2018,L008-JSPL,AUD,AS000622,DEC WORKFORCE PTY LTD,H/M CONTRACTORS 15/1 - 21/1/18,OVERHDS HIGH -TECH,NULL,REP HM - CONTRAC,VH-NJZ,VH-NJZ B146 - Tail,CA301,Qantas Freight,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,118,,,
AEXP-000076-2018,3,05/02/2018,L008-JSPL,AUD,AS000622,DEC WORKFORCE PTY LTD,H/M CONTRACTORS 15/1 - 21/1/18,OVERHDS HIGH -TECH,NULL,REP HM - CONTRAC,VH-NJL,VH-NJL B146 - Tail,CA401,Regional,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,119,,,
AEXP-000077-2018,1,06/02/2018,L018-NJSP,AUD,AS001125,EXXON MOBIL,31/01/18 REGIONAL ADL FUEL UPLIFTS,FUEL - FINANCE,NULL,FUEL ACCRUAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,,,
AEXP-000078-2018,1,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,Aircraft Clean & Quarantine,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,121,,,
AEXP-000078-2018,2,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,Quarantine levy,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,122,,,
AEXP-000078-2018,3,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,Crew meal,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,123,,,
AEXP-000078-2018,4,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,Passenger meal,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,124,,,
AEXP-000078-2018,5,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,Juice 2 Litre bottle,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,125,,,
AEXP-000078-2018,6,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,2 Litre fresh Milk,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,126,,,
AEXP-000078-2018,7,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,Bags Wet Ice,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,127,,,
AEXP-000078-2018,8,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,Crew Water,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,128,,,
AEXP-000078-2018,9,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,Bottled Water,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,129,,,
AEXP-000078-2018,10,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,HWS,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,130,,,
AEXP-000078-2018,11,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,Plastic Glasses,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,131,,,
AEXP-000078-2018,12,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,Control Biscuit,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,132,,,
AEXP-000078-2018,13,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,Delivery Charge,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,133,,,
AEXP-000079-2018,1,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Delivery Charge,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,134,,,
AEXP-000079-2018,2,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Crew meal,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,135,,,
AEXP-000079-2018,3,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Fresh Milk,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,136,,,
AEXP-000079-2018,4,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Delivery Charge,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,137,,,
AEXP-000079-2018,5,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Crew meal,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,138,,,
AEXP-000079-2018,6,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Fresh Milk,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,139,,,
AEXP-000079-2018,7,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Crew Meal,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,140,,,
AEXP-000079-2018,8,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Delivery Charge,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,141,,,
AEXP-000079-2018,9,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Crew meal,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,142,,,
AEXP-000079-2018,10,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Fresh Milk,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,143,,,
AEXP-000079-2018,11,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Delivery Charge,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,144,,,
AEXP-000079-2018,12,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Crew Meal,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,145,,,
AEXP-000079-2018,13,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Fresh Milk,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,146,,,
AEXP-000079-2018,14,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Delivery Charge,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,147,,,
AEXP-000079-2018,15,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Crew Meal,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,148,,,
AEXP-000079-2018,16,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Fresh Milk,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,149,,,
AEXP-000079-2018,17,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Delivery Charge,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,150,,,
AEXP-000079-2018,18,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Fresh Milk,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,151,,,
AEXP-000079-2018,19,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Delivery Charge,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,152,,,
AEXP-000079-2018,20,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Crew meal,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,153,,,
AEXP-000079-2018,21,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Fresh Milk,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,154,,,
AEXP-000079-2018,22,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS HIGH-SPL MIS,Fresh Milk,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,155,,,
AEXP-000080-2018,1,06/02/2018,L018-NJSP,AUD,AS001575,STARTRACK EXPRESS PTY LTD,NULL,DIRECTOPSSPEND -TECH,FUEL & SECURITY SURCHARGES,FREIGHT AND CARRIAGE,AU-999,Australia Default Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,156,,,
AEXP-000080-2018,2,06/02/2018,L018-NJSP,AUD,AS001575,STARTRACK EXPRESS PTY LTD,NULL,DIRECTOPSSPEND -TECH,FUEL & SECURITY SURCHARGES,FREIGHT AND CARRIAGE,AU-999,Australia Default Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,157,,,
AEXP-000081-2018,1,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,Catering,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,158,,,
AEXP-000081-2018,2,06/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,NULL,OVERHDS LOW-SPL MISS,Catering,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,159,,,
AEXP-000082-2018,1,06/02/2018,L018-NJSP,AUD,AS001575,STARTRACK EXPRESS PTY LTD,FOR INVOICE AMOUNT OF $3579.95,DIRECTOPSSPEND -TECH,FUEL & SECURITY SURCHARGES,FREIGHT AND CARRIAGE,AU-PER,Perth - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,160,,,
AEXP-000083-2018,1,06/02/2018,L018-NJSP,AUD,AS001575,STARTRACK EXPRESS PTY LTD,NULL,DIRECTOPSSPEND -TECH,FUEL & SECURITY SURCHARGES,FREIGHT AND CARRIAGE,AU-BNE,Brisbane - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,161,,,
AEXP-000084-2018,1,06/02/2018,L026-SAPL,USD,AS002197,NEWCASTLE AVIATION PARTNERS LL,NULL,OVERHDS HIGH -TECH,Repairs - Rotables,REP - ROT - EXT REP,VH-ZZF,VH-ZZF Dash 8 - Tail,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,162,,,
AEXP-000084-2018,2,06/02/2018,L026-SAPL,USD,AS002197,NEWCASTLE AVIATION PARTNERS LL,NULL,OVERHDS HIGH -TECH,Repairs - Rotables,REP - ROT - EXT REP,VH-ZZE,VH-ZZE Dash 8 - Tail,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,163,,,
AEXP-000085-2018,1,06/02/2018,L008-JSPL,AUD,AS001575,STARTRACK EXPRESS PTY LTD,NULL,DIRECTOPSSPEND -TECH,FUEL & SECURITY SURCHARGES,FREIGHT AND CARRIAGE,AU-CNS,Cairns - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,164,,,
AEXP-000085-2018,2,06/02/2018,L008-JSPL,AUD,AS001575,STARTRACK EXPRESS PTY LTD,NULL,DIRECTOPSSPEND -TECH,FUEL & SECURITY SURCHARGES,FREIGHT AND CARRIAGE,AU-CNS,Cairns - Location,CA102,AMSA,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,165,,,
AEXP-000086-2018,1,06/02/2018,L008-JSPL,AUD,AS000323,BLACKWOODS,ATTN M WATTS PO145018 (IAS HAS GST INCL AMOUNT),OVERHDS HIGH -TECH,PO145018 (IAS HAS GST INCL AMOUNTS),PO GRNI AT CUTOVER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,166,,,
