fb_id,tran_no,tran_date,supp_code,usage,remarks,cost_center,analysis_code,subanalysis_code,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,2Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16T108ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,3Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16T111ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,4Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16T113DW,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,5Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16T121ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,6Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16T118ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,7Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16T154ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,8Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16T174ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,9Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,14T103ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,10Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15T101ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,11Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15T127ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,12Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,13T105SA,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,13Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15T126DW,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,14Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16T172ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,15Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17T101AV,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,16Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17T108ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,17Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16T124ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,18Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17T135ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,19Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17T137ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,20Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17T147ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,21Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17T148ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,22Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,18T105BO,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,23Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17T129ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,24Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17T130ES,AUGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,25Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,14Z146ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,26Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17Z188ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,27Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17Z187ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,28Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15Z163ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,29Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16Z187ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,30Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16Z140ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,31Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17Z196BO,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,32Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,13Z121ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,33Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,13Z126SA,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,34Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,13Z159ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,35Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16Z173ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,36Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16Z175ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,37Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15Z195ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,38Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15Z154ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,39Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,13Z148ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,40Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,13Z150ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,41Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15Z168ES,FZGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,42Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16B103AV,ENGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,43Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15O102ES,HKGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,44Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16L163ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,45Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15L135SA,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,46Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,13L112SA,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,47Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,13L131SA,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,48Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15L116ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,49Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,HCM,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,50Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,13L126ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,51Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17L113ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,52Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17L114ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,53Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16L118ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,54Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16L120ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,55Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,13L126ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,56Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16L172ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,57Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16L173ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,58Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16L126ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,59Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16L127ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,60Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16L131ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,61Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16L132ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,62Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15L119ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,63Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,14L143ES,MAGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,64Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16P107ES,PHGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,65Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16P108ES,PHGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,66Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17P123ES,PHGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,67Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,14A130BO,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,68Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16A213BO,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,69Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,13A130SA,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,70Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15A168ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,71Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,14A115AV,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,72Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15A165ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,73Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15A136AV,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,74Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,14A153AV,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,75Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16A123ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,76Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16A105ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,77Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16A195BO,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,78Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15A121BO,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,79Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,18A125ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,80Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,18A127ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,81Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15A103ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,82Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15A154ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,83Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15A125ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,84Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16A208ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,85Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17A152ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,86Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,14A131ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,87Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,14A179ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,88Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,14A180ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,89Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17A152ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,90Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17A164ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,91Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,15A123ES,SIGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,92Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16U145AV,USGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,93Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,13U145AV,USGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,94Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,14U114ES,USGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,95Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,13U170ES,USGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,96Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,14U156ES,USGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,97Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17U106ES,USGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,98Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16U128ES,USGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,99Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16U129ES,USGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,100Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,14U112ES,USGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,101Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,14U113ES,USGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,102Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16U139ES,USGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,103Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,16U140ES,USGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,104Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,17U172ES,USGEO,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,214Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,AVN,GEN,GEN,
SCRGEOFB,SC33APRC/0024/19,31-Jul-18,S00042,12090-0001,215Amazon Web Service (AWS) / Inv no.142672885 dt.05.07.2018/  towards AWS service hosting charges for the month of June'18/support charges,EBS,GEN,GEN,
SCRGEOFB,SC33TRIN/0899/19,09-Jul-18,S02534,VKC_ADVANCE_GST,"8976 - Vijaya Lakshmi K, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3079, dt - 02/07/2018",,FT,8976,
SCRGEOFB,SC33TRIN/0899/19,09-Jul-18,S02534,VKC_SER_CHARGE_GST,"8976 - Vijaya Lakshmi K, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3079, dt - 02/07/2018",18Z130BO,,,
SCRGEOFB,SC33TRIN/0899/19,09-Jul-18,S02534,VKC_ADVANCE,"8976 - Vijaya Lakshmi K, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3079, dt - 02/07/2018",,FT,8976,
SCRGEOFB,SC33TRIN/0900/19,09-Jul-18,S02534,VKC_ADVANCE_GST,"13068 - Subbiah Muthu, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3096, dt - 03/07/2018",,FT,13068,
SCRGEOFB,SC33TRIN/0900/19,09-Jul-18,S02534,VKC_SER_CHARGE_GST,"13068 - Subbiah Muthu, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3096, dt - 03/07/2018",17L153ES,,,
SCRGEOFB,SC33TRIN/0900/19,09-Jul-18,S02534,VKC_ADVANCE,"13068 - Subbiah Muthu, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3096, dt - 03/07/2018",,FT,13068,
SCRGEOFB,SC33TRIN/0901/19,09-Jul-18,S02534,VKC_ADVANCE_GST,"11605 - Anuj Kumar Sharma, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3107, dt - 03/07/2018",,FT,11605,
SCRGEOFB,SC33TRIN/0901/19,09-Jul-18,S02534,VKC_SER_CHARGE_GST,"11605 - Anuj Kumar Sharma, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3107, dt - 03/07/2018",17Z142ES,,,
SCRGEOFB,SC33TRIN/0901/19,09-Jul-18,S02534,VKC_ADVANCE,"11605 - Anuj Kumar Sharma, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3107, dt - 03/07/2018",,FT,11605,
SCRGEOFB,SC33TRIN/0902/19,09-Jul-18,S02534,VKC_ADVANCE_GST,"13009 - Swathi N S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM111-1819-718, dt - 03/07/2018",,FT,13009,
SCRGEOFB,SC33TRIN/0902/19,09-Jul-18,S02534,VKC_SER_CHARGE_GST,"13009 - Swathi N S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM111-1819-718, dt - 03/07/2018",15A174ES,,,
SCRGEOFB,SC33TRIN/0902/19,09-Jul-18,S02534,VKC_ADVANCE,"13009 - Swathi N S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM111-1819-718, dt - 03/07/2018",,FT,13009,
SCRGEOFB,SC33TRIN/0903/19,09-Jul-18,S02534,VKC_ADVANCE_GST,"13112 - Suresh P, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3114, dt - 03/07/2018",,FT,13112,
SCRGEOFB,SC33TRIN/0903/19,09-Jul-18,S02534,VKC_SER_CHARGE_GST,"13112 - Suresh P, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3114, dt - 03/07/2018",18Z130BO,,,
SCRGEOFB,SC33TRIN/0903/19,09-Jul-18,S02534,VKC_ADVANCE,"13112 - Suresh P, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3114, dt - 03/07/2018",,FT,13112,
